Durak Adı,İlçe
SAHİLKÖY ORM.BÖL.ŞF.,Şile
DOSTLAR SİTESİ,Şile
HEKİMBAŞI,Beykoz
KUMRU SOKAK,Beykoz
ASFALT FABRİKASI,Beykoz
KURNAKÖY MERKEZ,Şile
ÜMR. İZCİLİK KAMPI,Beykoz
IŞIK ÜNV. KAMPÜSÜ,Şile
Ümraniye Belediyesi Aşevi,Ümraniye
Ümraniye Belediyesi Aşevi,Ümraniye
KÜÇÜKSU KASRI,Beykoz
ÖZEVLER MAHALLESİ,Ümraniye
ŞİLE A.O.T.M.LİSESİ,Şile
Minibüs  Durağı,Ümraniye
MARMARA ÜNV. AND.HİSARI KAMPÜSÜ,Beykoz
İSTAÇ TESİSLERİ,Beykoz
Minibüs  Durağı,Ümraniye
ERRAHMAN CAMİİ,Beykoz
ÜMRANİYE ÇARŞI METRO,Ümraniye
SİTE MAHALLESİ,Ümraniye
CUMHUR SOKAK,Maltepe
KALE ALTI,Şile
MEŞRUTİYET SAPAĞI,Şile
YEŞİLVADİ SAPAĞI,Şile
KASABA EVLERİ,Çekmeköy
YEŞİLVADİ SAPAĞI,Şile
Adliye Önü,Küçükçekmece
SEYRANTEPE,Maltepe
SEYRANTEPE A1 KAPISI,Maltepe
SEYRANTEPE A1 KAPISI,Maltepe
NARCITY İŞ MERKEZİ,Maltepe
NARCTIY E KAPISI,Maltepe
ÇAMLICA CADDESİ,Ümraniye
SÜTÇÜ İMAM CADDESİ(İGDAŞ ÖNÜ),Ümraniye
MASKO,Başakşehir
HADIMBABA,Arnavutköy
G.O.PAŞA CADDESİ,Gaziosmanpaşa
SEFAKÖY SAN.SİTESİ,Başakşehir
G.OSMANPAŞA DÖRTYOL,Gaziosmanpaşa
BAŞAKŞEHİR 1.ETAP,Başakşehir
ÇEŞME,Bağcılar
ESKİ İSTANBUL CAD.,Avcılar
MEDİPOL ÜNİVERSİTE H,Bağcılar
HAKAN CAD,Küçükçekmece
ULUDAĞ CADDESİ,Esenler
TEM YOLU,Başakşehir
RUMELİLER SİTESİ,Başakşehir
MAHMUTBEY İSKİ,Bağcılar
ESENLER OTO SAN.SİT.,Başakşehir
ALTINŞEHİR,Başakşehir
YAVUZ SELİM CAMİİ,Küçükçekmece
NÜKLEER ARAŞTIRMA M.,Küçükçekmece
NÜKLEER ARAŞTIRMA M.,Küçükçekmece
KONUT BİRLİK,Küçükçekmece
KONUT BİRLİK,Küçükçekmece
YENİDOĞAN,Küçükçekmece
YENİDOĞAN,Küçükçekmece
CUMHURİYET CADDESİ,Küçükçekmece
CUMHURİYET CADDESİ,Küçükçekmece
BEZİRGANBAHÇE,Küçükçekmece
BEZİRGANBAHÇE,Küçükçekmece
TÜMSAN,Başakşehir
TEPE ÜSTÜ,Küçükçekmece
AŞURA MEYDANI,Küçükçekmece
OLİMPİYAT BULVARI,Başakşehir
CUMHURİYET MAHALLESİ,Küçükçekmece
BAŞAKŞEHİR 1.ETAP,Başakşehir
KANARYA İSTASYONU,Küçükçekmece
ORTA MAHALLESİ,Küçükçekmece
İNÖNÜ MAHALLESİ,Küçükçekmece
YARIMBURGAZ MAH.,Küçükçekmece
BATI POLİKLİNİĞİ,Küçükçekmece
TRİKO CENTER,Başakşehir
ALTUNİZADE KÖPRÜSÜ,Üsküdar
ATATÜRK CADDESİ,Sancaktepe
KAVACIK SAPAĞI,Beykoz
KAVACIK MEZARLIK,Beykoz
SAĞLIK OCAĞI,Ümraniye
EVLİYA ÇELEBİ CAD.,Pendik
ASFALT FABRİKASI,Beykoz
BEYLİKDÜZÜ,Esenyurt
NİŞANGAH CAD.,Beykoz
NİŞANGAH CAMİİ,Beykoz
RÜZGARLI SOKAK,Beykoz
YENİ MAHALLE1,Beykoz
YENİ ÇİFTLİK CAD.,Beykoz
AND.HİS.ÖĞR.YURDU,Beykoz
YUVACIK SOKAK,Sultanbeyli
KADIKÖY İMAM HATİP L,Kadıköy
M.Ü.GÜZEL SAN.FAK.,Kadıköy
M.Ü.GÜZEL SAN.FAK.,Kadıköy
ÇAMLICA KIZ LİSESİ,Üsküdar
ALTINBAKKAL,Üsküdar
ACIBADEM CAD.,Üsküdar
NECDET SEMKER İ.Ö.O,Avcılar
TAHTAKALE,Avcılar
TAHTAKALE,Avcılar
OLİMPİYAT STADI,Başakşehir
AYAZMA MAHALLESİ,Başakşehir
MASKO 1,Başakşehir
MASKO 2,Başakşehir
MASKO 2,Başakşehir
MASKO 3,Başakşehir
OLYMPİAKENT,Küçükçekmece
FIRAT SOKAK,Başakşehir
GÖZDE SOKAK,Başakşehir
ERAY SOKAK,Başakşehir
KIR SOKAK,Maltepe
N.SAYIN KÜLTÜR MRK.,Üsküdar
YEŞİLVADİ SAPAĞI,Ümraniye
ŞİİR SOKAK,Ümraniye
GÜVEN  SOKAK,Ümraniye
FİDANLIK,Sarıyer
FİDANLIK,Sarıyer
HACI OSMAN,Sarıyer
HACIOSMAN,Sarıyer
HACI OSMAN,Sarıyer
FATİH ORMANI,Sarıyer
DERBENT,Sarıyer
DERBENT,Sarıyer
Minibüs Durağı,Maltepe
Minibüs Durağı,Maltepe
Minibüs Durağı,Maltepe
Minibüs Durağı,Maltepe
Minibüs Durağı,Maltepe
Minibüs Durağı,Maltepe
Minibüs Durağı,Maltepe
Minibüs Durağı,Maltepe
Minibüs Durağı,Maltepe
Minibüs Durağı,Maltepe
Minibüs Durağı,Maltepe
Minibüs Durağı,Kartal
Minibüs Durağı,Pendik
Minibüs Durağı,Pendik
Minibüs Durağı,Pendik
Minibüs Durağı,Pendik
Minibüs Durağı,Pendik
Minibüs Durağı,Pendik
Minibüs Durağı,Tuzla
Minibüs Durağı,Tuzla
Minibüs Durağı,Tuzla
Minibüs Durağı,Tuzla
Minibüs Durağı,Tuzla
Minibüs Durağı,Şile
Minibüs Durağı,Şile
Minibüs Durağı,Şile
Minibüs Durağı,Şile
Minibüs Durağı,Şile
Minibüs Durağı,Şile
Minibüs Durağı,Ataşehir
Minibüs Durağı,Sancaktepe
Minibüs Durağı,Çekmeköy
Minibüs Durağı,Ümraniye
ÜMRANİYE SON DURAK,Ümraniye
HUZUR MAH. MUH.,Ümraniye
Minibüs Durağı,Üsküdar
ÇAMLICA CADDESİ,Ümraniye
Minibüs Durağı,Üsküdar
Minibüs Durağı,Üsküdar
Minibüs Durağı,Üsküdar
Minibüs Durağı,Üsküdar
Minibüs Durağı,Üsküdar
KAVACIK MEZARLIK,Beykoz
NAİL BEY SOKAK,Maltepe
NİL CADDESİ,Maltepe
120.YIL İÖO,Maltepe
120.YIL İÖO,Maltepe
A.KAHVECİ BULVARI,Büyükçekmece
F.S.MEHMET İÖO,Büyükçekmece
ÖZLEM CADDESİ,Büyükçekmece
YEŞİLVADİ,Başakşehir
OBA,Büyükçekmece
FATİH SOKAK,Avcılar
PARLAMENTERLER SİT.,Beylikdüzü
BEYLİKDÜZÜ,Beylikdüzü
ATATÜRK BULVARI,Beylikdüzü
CUMHURRİYET PARKI,Esenyurt
MERTER ÇEŞME CAD.,Esenyurt
MERTER ÇEŞME CADDESİ,Esenyurt
YILDIRIM BEYAZIT CAD,Esenyurt
BALTALİMANI,Sarıyer
BALTALİMANI,Sarıyer
TERSANE,Sarıyer
TERSANE,Sarıyer
GERME,Arnavutköy
TERKOS,Arnavutköy
KARABURUN LİMANI,Arnavutköy
ATATÜRK CADDESİ,Maltepe
UÇAN SOKAK,Maltepe
MİMOZA EVLERİ,Tuzla
MİMOZA EVLERİ,Tuzla
YANYOL,Kadıköy
PAÇACI,Pendik
YILDIZTEPE CAMİİ,Pendik
ZEYTİN SOKAK,Pendik
ZEYTİN SOKAK,Pendik
AKDAĞ CADDESİ,Ümraniye
VURAL SİTESİ,Ümraniye
VURAL SİTESİ,Ümraniye
OSMANGAZİ CAD.,Ümraniye
ERTUĞRUL GAZİ,Maltepe
ULUCAMİİ,Maltepe
PENDİK KÖPRÜSÜ,Pendik
PENDİK KÖPRÜSÜ,Pendik
CUMHURİYET MAH.,Kartal
İSMAİL DEDE CAD,Kartal
FATİH PARK ORMAN,Sarıyer
FATİH PARK ORMAN,Sarıyer
ATATÜRK OTO SANAYİ,Sarıyer
FAKÜLTE,Sarıyer
FAKÜLTE,Sarıyer
FEVZİYE MEKTEPLERİ,Sarıyer
MASLAK,Sarıyer
MASLAK,Sarıyer
İTÜ REKTÖRLÜĞÜ,Sarıyer
İTÜ REKTÖRLÜĞÜ,Sarıyer
MASLAK KAVŞAĞI,Sarıyer
SEYRANTEPE YOLU,Sarıyer
OTO SANAYİ,Beşiktaş
SANAYİ MAHALLESİ,Kağıthane
İSTİNYE DEVLET HAST.,Sarıyer
İSTİNYE DEVLET HAST.,Sarıyer
İSTİNYE İSKELE,Sarıyer
YALILAR,Sarıyer
YENİKÖY CADDESİ,Sarıyer
YENİKÖY CADDESİ,Sarıyer
TİCARET LİSESİ,Küçükçekmece
CUMHURİYET CADDESİ,Küçükçekmece
ORKİDE,Küçükçekmece
SİTELER,Küçükçekmece
FATİH CADDESİ,Küçükçekmece
TOPLU KONUT YOLU,Küçükçekmece
ORMAN İŞLETMESİ,Eyüpsultan
GÖKTÜRK CAMİİ,Eyüpsultan
KAĞITHANE GARAJI,Kağıthane
KAĞITHANE GARAJI,Kağıthane
SADABAD,Kağıthane
SADABAD,Kağıthane
KAĞITHANE BELEDİYESİ,Kağıthane
KAĞITHANE BELEDİYESİ,Kağıthane
KAĞITHANE,Kağıthane
KAĞITHANE,Kağıthane
KAĞITHANE,Kağıthane
AVCILAR MRK.ÜNV.KMP,Avcılar
GÜZELYURT,Beylikdüzü
İZZET ÜNVER LİSESİ,Güngören
İZZET ÜNVER.LİSESİ,Güngören
TİRYAKİ H.PAŞA İÖO,Esenler
BAŞAKŞEHİR YOLU,Başakşehir
TEMA İstanbul,Küçükçekmece
Minibüs Durağı,Silivri
Minibüs Durağı,Silivri
Minibüs Durağı,Silivri
Minibüs Durağı,Silivri
Minibüs Durağı,Silivri
Minibüs Durağı,Silivri
Minibüs Durağı,Silivri
Minibüs Durağı,Silivri
Minibüs Durağı,Silivri
Minibüs Durağı,Silivri
Minibüs Durağı,Silivri
Minibüs Durağı,Silivri
Minibüs Durağı,Silivri
Minibüs Durağı,Silivri
Minibüs Durağı,Çatalca
Minibüs Durağı,Çatalca
Minibüs Durağı,Çatalca
Minibüs Durağı,Çatalca
Minibüs Durağı,Çatalca
Minibüs Durağı,Çatalca
Minibüs Durağı,Büyükçekmece
Minibüs Durağı,Büyükçekmece
Minibüs Durağı,Büyükçekmece
Minibüs Durağı,Büyükçekmece
Minibüs Durağı,Büyükçekmece
Minibüs Durağı,Büyükçekmece
Minibüs Durağı,Büyükçekmece
Minibüs Durağı,Büyükçekmece
Minibüs Durağı,Büyükçekmece
Minibüs Durağı,Beylikdüzü
Minibüs Durağı,Beylikdüzü
Minibüs Durağı,Beylikdüzü
Minibüs Durağı,Beylikdüzü
Minibüs Durağı,Beylikdüzü
Minibüs Durağı,Beylikdüzü
Minibüs Durağı,Beylikdüzü
Minibüs Durağı,Beylikdüzü
Minibüs Durağı,Beylikdüzü
Minibüs Durağı,Beylikdüzü
Minibüs Durağı,Beylikdüzü
Minibüs Durağı,Beylikdüzü
KALYON SOKAK,Kartal
ÇİNÇİNDERE CADDESİ,Esenler
ÇİNÇİNDERE CADDESİ,Esenler
FATİH MAHALLESİ,Esenler
FATİH MAHALLESİ,Esenler
ÜÇYÜZLÜ,Esenler
ÜÇYÜZLÜ,Esenler
BARUTHANE,Bakırköy
CUMHURİYET LİSESİ,Bakırköy
UĞUR MUMCU BULVARI,Bakırköy
UĞUR MUMCU BULVARI,Bakırköy
ATAKÖY 4.KISIM,Bakırköy
ATAKÖY 3.KISIM,Bakırköy
ATAKÖY 3.KISIM,Bakırköy
MAKBULE ATADAN,Bakırköy
MAKBULE ATADAN,Bakırköy
SELVİ SOKAK,Pendik
SELVİ SOKAK,Pendik
DİNAR SOKAK,Pendik
AYAZMA CADDESİ,Pendik
ORTA MAHALLE,Tuzla
BAĞ SOKAK,Ümraniye
MENEKŞE SOKAK,Ümraniye
KARAKOL,Tuzla
TÜRK TELEKOM,Üsküdar
GONCA SOKAK,Pendik
GONCA SOKAK,Pendik
ÜSKÜDAR CADDESİ,Şile
KÖMÜRCÜODA SAPAĞI,Şile
SELÇUK SOKAK,Kartal
SELÇUK SOKAK,Kartal
KARTANESİ SOKAK,Kartal
KARTANESİ SOKAK,Kartal
44 EVLER SİTESİ,Şile
ALEV SOKAK,Kartal
LİDER SOKAK,Kartal
TURNA SOKAK,Kartal
KARACA SOKAK,Kartal
YALNIZ SELVİ CADDESİ,Kartal
MUSTAFA VASIF İ.Ö.O,Ümraniye
KEMERDERE,Ümraniye
ŞİRİNDERE,Arnavutköy
YAYLA KÖYÜ MUHTARLIK,Sultangazi
YAYLA KÖYÜ MUHTARLIK,Sultangazi
YAYLATEPE,Sultangazi
YAYLATEPE,Sultangazi
PİRİNÇÇİ KÖYYOLU,Sultangazi
PİRİNÇÇİ KÖYYOLU,Sultangazi
BAYRAMPAŞA YEŞİLCAMİ,Bayrampaşa
ÇEVİKKUVVET,Zeytinburnu
1527.SOKAK,Esenyurt
HZ. İBRAHİM CAMİİ,Esenyurt
HZ. İBRAHİM CAMİİ,Esenyurt
KAZIM KARABEKİR İÖO,Esenler
Hacı Eşref Sk.,Eyüpsultan
Altunizade Bağ Sk.,Eyüpsultan
Altunizade Bağ Sk.,Eyüpsultan
Çiftçi Ali Sk.,Eyüpsultan
Gürbüzler Cad.,Eyüpsultan
Gürbüzler Cad.,Eyüpsultan
Çimen Sk.,Eyüpsultan
Barika Sk.,Eyüpsultan
Topçular Cad.,Eyüpsultan
Lise Arkası Sk.,Gaziosmanpaşa
Gazi Osmanpaşa Cad.,Eyüpsultan
Yıldıztabya Alibeyköy Cad.,Eyüpsultan
Asaf Başpınar Sk.,Eyüpsultan
Topçular Cad.,Eyüpsultan
Eyüp Sultan Bulvarı,Eyüpsultan
2. Kuyu Sk.,Gaziosmanpaşa
Mera Sk.,Bakırköy
Demirhane Cad.,Zeytinburnu
Karakol Sk.,Bakırköy
İstanbul Cad.,Bakırköy
İstanbul Cad.,Bakırköy
İstanbul Cad.,Bakırköy
İstanbul Cad.,Bakırköy
İstanbul Cad.,Bakırköy
İstanbul Cad.,Bakırköy
GÖKTÜRK MERKEZ CAMİİ,Eyüpsultan
KUMRU SOKAK,Kartal
MECİDİYE,Sultanbeyli
UZUNDERE,Sultanbeyli
AHMET YESEVİ,Sultanbeyli
MECİDİYE CADDESİ,Sultanbeyli
HAMZABEY SOKAK,Sultanbeyli
AKŞEMSETTİN,Sultanbeyli
EROL SOKAK,Ümraniye
ŞERİF ALİ YOLU CD.,Ataşehir
YEŞİLIRMAK SOKAK,Sultanbeyli
PAZAR SOKAK,Sultanbeyli
PAZAR SOKAK,Sultanbeyli
ALAATTİN CAMİİ,Sancaktepe
ALAATTİN CAMİİ,Sancaktepe
KAZIM KARABEKİR CAD.,Sancaktepe
KAZIM KARABEKİR CAD.,Sancaktepe
ORMANLIK,Beykoz
RİVA KÖPRÜSÜ,Beykoz
BAHAR SK.,Beykoz
FERİDUN PAŞA CAMİ,Kadıköy
EVREN SK.,Üsküdar
YUNUS EMRE,Ataşehir
HÜKÜMET KONAĞI,Pendik
HÜKÜMET KONAĞI,Pendik
HİSAR HASTANESİ,Ümraniye
MEKTEP SOKAK,Pendik
ESENKENT,Esenyurt
SİVAS KONGRE CADDESİ,Esenyurt
OSMANLI CADDESİ,Beylikdüzü
OSMANLI CADDESİ,Beylikdüzü
PELTEKS,Arnavutköy
İHLAS EVLERİ,Bahçelievler
İÇMELER İSTASYON,Tuzla
MALTEPE CARREFOUR,Maltepe
Y.MIZRAK İÖO,Maltepe
Y.MIZRAK İÖO,Maltepe
AYDINLI,Tuzla
AYDINLI,Tuzla
ŞEKERPARE  SOKAK,Sultanbeyli
SIRMAKEŞ CAD.,Beykoz
RAMAZANOĞLU MAHALLES,Pendik
ÇAMÇEŞME MUHTARLIĞI,Pendik
GÖZTEPE,Beykoz
BLOKLAR,Beykoz
ATATÜRK CADDESİ,Beykoz
KÖRFEZ,Beykoz
BULGURLU CADDESİ,Üsküdar
İSTİKLAL CADDESİ,Bağcılar
YAŞAR ACAR CAMİ,Bağcılar
AHMET YESEVİ PARKI,Bağcılar
FEVZİ ÇAKMAK CADDESİ,Bağcılar
YABANCI DİLLER OKULU,Esenler
ANKARA CADDESİ,Beylikdüzü
FİRUZKÖY BULVARI,Avcılar
AVCILAR,Avcılar
ZAFER MAHALLESİ,Bahçelievler
B SOKAK,Bağcılar
KAPTAN,Küçükçekmece
ESKİ SANAYİ,Silivri
GAZİ CADDESİ,Bahçelievler
SİLİVRİ ÜSTGEÇİT,Silivri
GAZİ M. KEMAL CAD.,Büyükçekmece
M. KEMAL CAD.,Büyükçekmece
KAFKAS CADDESİ,Beylikdüzü
YAVUZ SULTAN SELİM,Beylikdüzü
GÖKÇEALİ İSTASYONU,Çatalca
A.NİHAT ANA.TEK.LİSE,Çatalca
PLAJ YOLU,Sarıyer
BEŞEVLER,Sarıyer
TAVUKÇUYOLU CADDESİ,Ümraniye
ÜMRANİYE SGK.,Ümraniye
BAYRAMPAŞA YEŞİLCAMİ,Bayrampaşa
YONCA CADDESİ,Avcılar
KÜÇÜKÇEKMECE LİSESİ,Küçükçekmece
TUNA LİSESİ,Bayrampaşa
YAKACIK SPOR,Kartal
MEKTEP SOKAK,Pendik
KİRAZLIK,Sarıyer
İMES BULVARI,Ümraniye
YAKACIK CADDESİ,Sancaktepe
ÜÇYOL,Sancaktepe
BOSTANCI GÖSTERİ MRK,Kadıköy
BOSTANCI GÖSTERİ MRK,Kadıköy
BAHAR SOKAK,Maltepe
DEVLET HASTANESİ,Pendik
SELÇUK ECZA 50.Y.İÖO,Ümraniye
SAĞLIK MERKEZİ,Bayrampaşa
BEREÇ,Gaziosmanpaşa
461 SOKAK,Avcılar
KÖPRÜ,Esenyurt
OZANLAR CADDESİ,Avcılar
MALAZGİRT CADDESİ,Ümraniye
Ş.MUHSİN BODUR K.KOL,Sarıyer
BOSNA BULVARI,Sultanbeyli
ÇAMLIK CADDESİ,Sultanbeyli
ÇETİN CAD.,Ümraniye
Osmangazi Cad.,Sancaktepe
Ulunay Cad.,Kartal
Fatih Bulvarı,Sultanbeyli
Kuzu Sk.,Bağcılar
Bıçkıdere Cad.,Şile
Alsancak Cad.,Sancaktepe
Vahdet Cad.,Sultanbeyli
MAHMUTBEY İÖO.,Bağcılar
MAHMUTBEY İÖO,Bağcılar
ÇEŞME,Bağcılar
TUNA MAHALLESİ,Esenler
KAZIM KARABEKİR MAH.,Esenler
ELEKTRİK  KURUMU,Başakşehir
SEFAKÖY YÜZME HAVUZU,Küçükçekmece
KÜÇÜKSU,Beykoz
KÜÇÜKSU,Beykoz
M.Ü. A.HİSARI KAMP.,Beykoz
ANADOLU HİSARI,Beykoz
ANADOLU HİSARI,Beykoz
DOLAYBAĞI,Beykoz
KÖRFEZ,Beykoz
KALDIRIM CADDESİ,Üsküdar
TALİMHANE CAMİİ,Üsküdar
TÜRKAN SEDEFOĞLU İÖO,Üsküdar
SELVİ YOLU,Üsküdar
BAHÇELİEVLER MAH.,Üsküdar
H.MANDERE MESLEK LİS,Pendik
ŞABANAĞA,Pendik
KÖŞK,Beykoz
KÜÇÜKBAKKALKÖY ÇARŞI,Ataşehir
KILIÇ REİS SOKAK,Ataşehir
ÇİÇEK KENT,Ataşehir
ÇİÇEK KENT,Ataşehir
KANLICA,Beykoz
KANLICA,Beykoz
SAHİL BOYU,Beykoz
HİDROGRAFİ D.BAŞK.,Beykoz
ÇUBUKLU,Beykoz
ÇUBUKLU,Beykoz
DEDEOĞLU KÖP.,Beykoz
DEDEOĞLU KÖP.,Beykoz
BURUN BAHÇE,Beykoz
İBB SOSYAL TESİSLERİ,Beykoz
İBB SOSYAL TESİSLERİ,Beykoz
YAVUZTÜRK MH.,Üsküdar
YAVUZTÜRK MH.,Üsküdar
KAVAKPINAR,Pendik
BAHÇELİEVLER,Pendik
MEZARLIK,Pendik
MEZARLIK,Pendik
ATATÜRK ORMANI,Bakırköy
ATAŞEHİR BULVARI,Ataşehir
ÇAKIR SOKAK,Pendik
MOSTAR KAVŞAĞI,Pendik
PENDİK EMNİYET MÜD.,Pendik
PENDİK EMNİYET MÜD.,Pendik
AYDINLI CADDESİ,Pendik
AYDINLI CADDESİ,Pendik
İSTOÇ YOLU,Bağcılar
BAKIRKÖY,Bakırköy
BAĞLAR,Küçükçekmece
İNÖNÜ CADDESİ,Küçükçekmece
İNÖNÜ CADDESİ,Küçükçekmece
EKİNOBA,Büyükçekmece
EKİNOBA,Büyükçekmece
YILDIRIM BAYAZIT CAD,Avcılar
ŞAFAK SOKAK,Başakşehir
ŞAFAK SOKAK,Başakşehir
MERCAN SOKAK,Avcılar
MERCAN SOKAK,Başakşehir
AŞIK VEYSEL CADDESİ,Başakşehir
ZEYNEBİYE CAMİİ,Küçükçekmece
ESKİ İSTANBUL CAD.,Başakşehir
MİMAR SİNAN,Sancaktepe
BİLALI HABEŞİ CAMİ,Sancaktepe
AKDAĞ CADDESİ,Ümraniye
SEFAKÖY SAN.SİTESİ,Başakşehir
DEMİRYOLU CADDESİ,Bakırköy
YEŞİLYURT,Bakırköy
YEŞİLYURT,Bakırköy
SİPAHİOĞLU,Bakırköy
FENER YOLU,Bakırköy
FENER YOLU,Bakırköy
İNÖNÜ MAHALLESİ,Esenyurt
FEVZİ ÇAKMAK MAH.,Esenler
FEVZİ ÇAKMAK MAH.,Esenler
SELİMPAŞA HUZUREVİ,Silivri
TOZKOPARAN MAHALLESİ,Güngören
KALE İŞ MERKEZİ,Zeytinburnu
ALPERENLER,Bayrampaşa
ALPERENLER,Eyüpsultan
YAVUZ SOKAK,Arnavutköy
BOSNA ÇUKURÇEŞME,Gaziosmanpaşa
KÜÇÜKKÖY TEK,Gaziosmanpaşa
ÇOCUK PARKI,Arnavutköy
TEPE ÜSTÜ,Başakşehir
FABRİKALAR,Esenyurt
FABRİKALAR,Esenyurt
FÜZE SOKAK,Bakırköy
İKİTELLİ KÖPRÜSÜ,Küçükçekmece
İKİTELLİ KÖPRÜSÜ,Küçükçekmece
İKİTELLİ KÖPRÜSÜ,Bağcılar
HUZUR CADDESİ,Küçükçekmece
HUZUR CADDESİ,Küçükçekmece
SEÇKİNLER SİTESİ,Beylikdüzü
SEÇKİNLER SİTESİ,Beylikdüzü
TİRYAKİ H.PAŞA İÖO,Esenler
DOĞTAŞ EVLERİ,Başakşehir
SUBAŞI İ.Ö.OKULU,Çatalca
BÖLGE TRAFİK,Kartal
YARIMBURGAZ CAMİİ,Küçükçekmece
TÜRK TELEKOM,Bağcılar
İNÖNÜ İÖO,Bağcılar
HÜRRİYET MAHALLESİ,Bağcılar
BAKIRKÖY ADLİYESİ,Bakırköy
TOKAT MAHALLESİ,Avcılar
TÜMSAN,Başakşehir
BELEDİYE,Bahçelievler
SANAYİ -2,Büyükçekmece
REYHAN CADDESİ,Küçükçekmece
KANARYA,Küçükçekmece
DERSAN,Başakşehir
YAHYA KEMAL BEYATLI,Küçükçekmece
AKPINAR SOKAK,Avcılar
YOLUÇ CADDESİ,Avcılar
YEŞİLTEPE,Başakşehir
YEŞİLTEPE (146),Esenyurt
YAKUPLU KÖPRÜSÜ,Esenyurt
FESLEĞEN SİTESİ,Başakşehir
FESLEĞEN SİTESİ,Başakşehir
ANADOLU HASTANESİ,Avcılar
ANADOLU HASTANESİ,Avcılar
M.KEMALPAŞA MAH.,Avcılar
ÜNİVERSİTE MAHALLESİ,Avcılar
SU DEPOSU,Esenyurt
SU DEPOSU,Avcılar
KERVANSARAY,Şile
AVCILAR İGDAŞ,Avcılar
ORHANGAZİ CADDESİ,Avcılar
BORUSAN OTOMOTİV,Avcılar
BORUSAN OTOMOTİV,Avcılar
KİPTAŞ YAKUPLU,Beylikdüzü
SİTELER,Küçükçekmece
MASLAKÇEŞME,Küçükçekmece
100. YIL İÖO,Küçükçekmece
PAZAR YOLU,Küçükçekmece
LALE ŞEHİR,Küçükçekmece
EŞREF BİTLİS BLV.,Sultanbeyli
EŞREF BİTLİS BLV.,Sultanbeyli
BÜLBÜL SOKAK,Sancaktepe
50. YIL KÜLTÜR MRK.,Sultangazi
DUMLUPINAR CAMİİ,Eyüpsultan
DUMLUPINAR CAMİİ,Eyüpsultan
OKUL,Maltepe
BATTALGAZİ,Maltepe
DEREBOYU,Beykoz
YEŞİLYURT,Beykoz
TANZİM,Kadıköy
M.SAFFET ANADOLU LİS,Kadıköy
GÖZCÜBABA,Kadıköy
NAMAZGAH,Üsküdar
ÜMRANİYE,Ümraniye
SPOR TESİSLERİ,Kadıköy
A.DUDULLU İ.Ö.OKL.,Ümraniye
A.DUDULLU İ.Ö.OKL.,Ümraniye
KARTAL ADLİYESİ,Kartal
KARTAL ADLİYESİ,Kartal
MALTEPE BAĞDAT CAD.,Maltepe
MALTEPE BAĞDAT CAD.,Maltepe
ÇAMLIK,Maltepe
YAZICILAR,Kartal
YAZICILAR,Kartal
FATİH CADDESİ,Pendik
SAFA CADDESİ,Pendik
SAFA CADDESİ,Pendik
MİGROS,Beylikdüzü
YEL DEĞİRMENİ,Bağcılar
FİRUZAN SADIKOĞLU İÖ,Bağcılar
KARGO,Esenyurt
YENİBOSNA METRO,Bakırköy
YENİBOSNA METRO,Bakırköy
ZİYLAN,Esenyurt
DEMİRKAPI MAHALLESİ,Bağcılar
BAĞCILAR ÇİFTLİK,Bağcılar
BAĞCILAR ÇİFTLİK,Bağcılar
YAVUZSELİM MAHALLESİ,Bağcılar
ÇEŞME,Bağcılar
ÇEŞME,Bağcılar
B.GÜNGÖREN SAN.SİT.,Başakşehir
MERKEZ MAHALLESİ,Avcılar
DOLAPDERE SAN.SİTESİ,Başakşehir
DOLAPDERE SAN.SİTESİ,Başakşehir
ÇARŞI,Avcılar
ÇARŞI,Avcılar
AMBARLI İ.Ö.O.,Avcılar
Minibüs Durağı,Büyükçekmece
Minibüs Durağı,Beylikdüzü
Minibüs Durağı,Beylikdüzü
Minibüs Durağı,Büyükçekmece
Minibüs Durağı,Beylikdüzü
Minibüs Durağı,Beylikdüzü
Minibüs Durağı,Beylikdüzü
Minibüs Durağı,Beylikdüzü
Minibüs Durağı,Beylikdüzü
Minibüs Durağı,Beylikdüzü
Minibüs Durağı,Beylikdüzü
Minibüs Durağı,Beylikdüzü
Minibüs Durağı,Beylikdüzü
Minibüs Durağı,Beylikdüzü
Minibüs Durağı,Esenyurt
Minibüs Durağı,Esenyurt
Minibüs Durağı,Esenyurt
Minibüs Durağı,Esenyurt
Minibüs Durağı,Esenyurt
Minibüs Durağı,Eyüpsultan
Minibüs Durağı,Eyüpsultan
Minibüs Durağı,Arnavutköy
Minibüs Durağı,Esenyurt
Minibüs Durağı,Esenyurt
Minibüs Durağı,Esenyurt
Minibüs Durağı,Avcılar
Minibüs Durağı,Bahçelievler
Minibüs Durağı,Bahçelievler
Minibüs Durağı,Bağcılar
Minibüs Durağı,Bağcılar
Minibüs Durağı,Arnavutköy
Minibüs Durağı,Arnavutköy
Minibüs Durağı,Küçükçekmece
Minibüs Durağı,Kağıthane
Minibüs Durağı,Esenler
Minibüs Durağı,Bağcılar
Minibüs Durağı,Bağcılar
Minibüs Durağı,Bağcılar
Minibüs Durağı,Güngören
Minibüs Durağı,Sultangazi
Minibüs Durağı,Sultangazi
Minibüs Durağı,Kadıköy
Minibüs Durağı,Ataşehir
VADİSTANBUL,Kağıthane
SÜMBÜL EFENDİ SOKAK,Sultanbeyli
ESENLER SOKAK,Sultanbeyli
